Window_Pair;Enhancer_CTCF;RNAPII-S2p_CTCF;RNAPII-S7p_RNAPII-S2p;RNAPII-S2p_RNAPII-S2p;Tcf3_EP300;H3K9me3_H3K9me3;ZC3H11A_CTCF;EP300_NANOG;Enhancer_MAFK;RNAPII-S7p_Enhancer;Tcf3_Enhancer;RNAPII-S5p_RNAPII-S2p;Tcf3_RNAPII-S2p;RNAPII-S2p_Oct4;HCFC1_NANOG;RNAPII-S2p_NANOG;Tcf3_CTCF;RNAPII-S5p_Enhancer;Tcf3_MAFK;EP300_ZNF384;RNAPII-S2p_Enhancer;Tcf3_NANOG;Enhancer_NANOG;H3K9me3_Enhancer
chr17:55120000-55160000&chr17:53680000-53720000;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
chr10:75120000-75160000&chr10:71840000-71880000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:46240000-46280000&chr11:44120000-44160000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:107880000-107920000&chr11:105080000-105120000;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
chr14:52680000-52720000&chr14:52480000-52520000;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;1
chr14:57040000-57080000&chr14:56440000-56480000;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0
chr17:42920000-42960000&chr17:39960000-40000000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr5:33360000-33400000&chr5:31920000-31960000;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0
chr4:110920000-110960000&chr4:108440000-108480000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr13:51320000-51360000&chr13:48400000-48440000;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
chr11:102520000-102560000&chr11:100280000-100320000;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0
chr8:98040000-98080000&chr8:94480000-94520000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr4:136680000-136720000&chr4:133080000-133120000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr12:90680000-90720000&chr12:89560000-89600000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr2:172760000-172800000&chr2:171760000-171800000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr2:27240000-27280000&chr2:24520000-24560000;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1
chr10:81480000-81520000&chr10:77920000-77960000;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr3:131840000-131880000&chr3:129400000-129440000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr19:43800000-43840000&chr19:41480000-41520000;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
chr12:46720000-46760000&chr12:42760000-42800000;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr8:126360000-126400000&chr8:126160000-126200000;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:142240000-142280000&chr6:139760000-139800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr4:78840000-78880000&chr4:78160000-78200000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:30920000-30960000&chr2:28720000-28760000;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0
chr1:56800000-56840000&chr1:55200000-55240000;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr13:98360000-98400000&chr13:94560000-94600000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:125200000-125240000&chr7:121720000-121760000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:134760000-134800000&chr7:134720000-134760000;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1
chr15:81320000-81360000&chr15:80360000-80400000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:38920000-38960000&chr10:38240000-38280000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:32880000-32920000&chr6:30080000-30120000;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0
chr19:6280000-6320000&chr19:6040000-6080000;1;1;1;1;0;0;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0
chr2:70600000-70640000&chr2:69960000-70000000;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0
chr5:111200000-111240000&chr5:109200000-109240000;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1
chr5:121680000-121720000&chr5:119200000-119240000;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
chr18:69840000-69880000&chr18:68000000-68040000;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr11:28040000-28080000&chr11:24120000-24160000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr3:122040000-122080000&chr3:119480000-119520000;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr2:160880000-160920000&chr2:158520000-158560000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:63400000-63440000&chr1:62800000-62840000;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1
chr6:97440000-97480000&chr6:94680000-94720000;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;1
chr9:62760000-62800000&chr9:61360000-61400000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr18:68360000-68400000&chr18:64640000-64680000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:36400000-36440000&chr16:32720000-32760000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr10:25560000-25600000&chr10:22320000-22360000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr14:76160000-76200000&chr14:73040000-73080000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr15:16520000-16560000&chr15:13120000-13160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr8:119760000-119800000&chr8:117520000-117560000;1;1;0;0;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr4:46280000-46320000&chr4:42960000-43000000;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
chr7:54120000-54160000&chr7:50480000-50520000;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr5:14680000-14720000&chr5:14440000-14480000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr8:94480000-94520000&chr8:90840000-90880000;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
chr15:33120000-33160000&chr15:30680000-30720000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr15:10240000-10280000&chr15:6720000-6760000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:138400000-138440000&chr2:135400000-135440000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr4:34240000-34280000&chr4:31720000-31760000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr6:10840000-10880000&chr6:7760000-7800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr5:141520000-141560000&chr5:138880000-138920000;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr1:91800000-91840000&chr1:88080000-88120000;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
chr10:63520000-63560000&chr10:60600000-60640000;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0
chr5:145600000-145640000&chr5:141800000-141840000;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr6:35280000-35320000&chr6:33240000-33280000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr11:52800000-52840000&chr11:51440000-51480000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr9:98200000-98240000&chr9:94440000-94480000;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;0
chr5:147640000-147680000&chr5:146080000-146120000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
chr3:11080000-11120000&chr3:9120000-9160000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:68680000-68720000&chr14:66560000-66600000;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr10:22880000-22920000&chr10:21440000-21480000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
chr1:64800000-64840000&chr1:63200000-63240000;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0
chr17:88400000-88440000&chr17:87320000-87360000;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0
chr16:90840000-90880000&chr16:88920000-88960000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr14:64120000-64160000&chr14:63840000-63880000;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1
chr7:101440000-101480000&chr7:98560000-98600000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr10:62640000-62680000&chr10:61520000-61560000;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
chr1:43160000-43200000&chr1:40240000-40280000;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr5:124600000-124640000&chr5:120920000-120960000;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr4:136400000-136440000&chr4:135240000-135280000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
chr16:49920000-49960000&chr16:46320000-46360000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr3:130640000-130680000&chr3:129880000-129920000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr4:45440000-45480000&chr4:41680000-41720000;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0
chr13:10320000-10360000&chr13:8440000-8480000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr9:25080000-25120000&chr9:22280000-22320000;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
chr6:83400000-83440000&chr6:81880000-81920000;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr13:65400000-65440000&chr13:64000000-64040000;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0
chr6:33000000-33040000&chr6:30080000-30120000;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0
chr5:116000000-116040000&chr5:113520000-113560000;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0
chr8:125400000-125440000&chr8:121680000-121720000;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr1:73920000-73960000&chr1:73840000-73880000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr1:108000000-108040000&chr1:106040000-106080000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:40120000-40160000&chr6:37360000-37400000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr12:8920000-8960000&chr12:6600000-6640000;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0
chr19:43960000-44000000&chr19:41520000-41560000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1
chr4:128840000-128880000&chr4:125760000-125800000;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0
chr7:128520000-128560000&chr7:128360000-128400000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr3:40320000-40360000&chr3:38320000-38360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr12:82400000-82440000&chr12:80840000-80880000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
chr5:102520000-102560000&chr5:99560000-99600000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:10240000-10280000&chr2:7120000-7160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr1:137560000-137600000&chr1:134240000-134280000;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
chr1:164520000-164560000&chr1:161840000-161880000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:131400000-131440000&chr5:129120000-129160000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:24960000-25000000&chr5:21160000-21200000;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
chr9:69200000-69240000&chr9:66360000-66400000;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
chr4:122960000-123000000&chr4:122240000-122280000;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr2:35480000-35520000&chr2:34240000-34280000;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0
chr14:58320000-58360000&chr14:56720000-56760000;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
chr4:129040000-129080000&chr4:128080000-128120000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr6:149400000-149440000&chr6:148480000-148520000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
chr5:77640000-77680000&chr5:74040000-74080000;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1
chr3:101200000-101240000&chr3:100160000-100200000;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0
chr13:21160000-21200000&chr13:18120000-18160000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr6:102600000-102640000&chr6:99840000-99880000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr5:131720000-131760000&chr5:127760000-127800000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr9:118960000-119000000&chr9:117680000-117720000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:96280000-96320000&chr1:95440000-95480000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
chr7:149880000-149920000&chr7:146680000-146720000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr2:80760000-80800000&chr2:76880000-76920000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr12:20280000-20320000&chr12:18040000-18080000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:7000000-7040000&chr16:5920000-5960000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr16:23360000-23400000&chr16:20840000-20880000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr9:90000000-90040000&chr9:88360000-88400000;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0
chr11:97720000-97760000&chr11:97680000-97720000;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0
chr5:101840000-101880000&chr5:98720000-98760000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr18:18000000-18040000&chr18:14920000-14960000;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0
chr12:70360000-70400000&chr12:70040000-70080000;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:128800000-128840000&chr7:128520000-128560000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr4:62600000-62640000&chr4:58720000-58760000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
chr6:129480000-129520000&chr6:129320000-129360000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:35120000-35160000&chr5:31280000-31320000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr12:82400000-82440000&chr12:79000000-79040000;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:102480000-102520000&chr13:100320000-100360000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr8:111960000-112000000&chr8:109360000-109400000;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0
chr7:141280000-141320000&chr7:137880000-137920000;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
chr12:86200000-86240000&chr12:85000000-85040000;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
chr6:87360000-87400000&chr6:84640000-84680000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr8:124680000-124720000&chr8:124560000-124600000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
chr3:89560000-89600000&chr3:87040000-87080000;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0
chr18:49960000-50000000&chr18:46320000-46360000;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0
chr3:134360000-134400000&chr3:132360000-132400000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr18:23640000-23680000&chr18:21040000-21080000;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0
chr10:47000000-47040000&chr10:44720000-44760000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr5:133440000-133480000&chr5:131520000-131560000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr13:30960000-31000000&chr13:28760000-28800000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
chr15:77040000-77080000&chr15:74200000-74240000;1;0;1;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1
chr11:104040000-104080000&chr11:101640000-101680000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr13:30600000-30640000&chr13:29280000-29320000;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0
chr14:79160000-79200000&chr14:75760000-75800000;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1
chr18:73280000-73320000&chr18:72480000-72520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr7:69080000-69120000&chr7:65920000-65960000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr1:195560000-195600000&chr1:193240000-193280000;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr19:32920000-32960000&chr19:31120000-31160000;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0
chr12:80360000-80400000&chr12:77800000-77840000;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
chr8:14120000-14160000&chr8:11640000-11680000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
chr3:59080000-59120000&chr3:55240000-55280000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
chr3:78960000-79000000&chr3:78600000-78640000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chr5:130200000-130240000&chr5:129040000-129080000;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0
chr1:130160000-130200000&chr1:128040000-128080000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr13:52960000-53000000&chr13:51840000-51880000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
chr3:144360000-144400000&chr3:143480000-143520000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
